,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
70,2022-03-28,47.21413379792164,20.196698715812143,94.97213467246365,47.21413379792164,47.21413379792164,9.237185694508733,9.237185694508733,9.237185694508733,9.237185694508733,9.237185694508733,9.237185694508733,0.0,0.0,0.0,56.45131949243037
71,2022-03-29,47.244938891731024,15.381055624335472,92.8363382967382,47.244938891731024,47.244938891731024,9.225855506364613,9.225855506364613,9.225855506364613,9.225855506364613,9.225855506364613,9.225855506364613,0.0,0.0,0.0,56.470794398095634
72,2022-03-30,47.27574398554041,15.165090485899661,93.22947735307226,47.27574398554041,47.27574398554041,4.893647992151251,4.893647992151251,4.893647992151251,4.893647992151251,4.893647992151251,4.893647992151251,0.0,0.0,0.0,52.16939197769166
73,2022-03-31,47.30654907934979,11.89809916279123,86.74243450550117,47.30654907934979,47.30654907934979,2.252170559989834,2.252170559989834,2.252170559989834,2.252170559989834,2.252170559989834,2.252170559989834,0.0,0.0,0.0,49.55871963933963
74,2022-04-03,47.39896436077795,0.8230187354595703,81.35808000209505,47.39896436077795,47.39896436077795,-7.99310233931269,-7.99310233931269,-7.99310233931269,-7.99310233931269,-7.99310233931269,-7.99310233931269,0.0,0.0,0.0,39.40586202146526
75,2022-04-04,47.42976945458734,15.395202152844998,95.84277378724843,47.42976945458734,47.42976945458734,9.237185694534144,9.237185694534144,9.237185694534144,9.237185694534144,9.237185694534144,9.237185694534144,0.0,0.0,0.0,56.66695514912148
76,2022-04-05,47.46057454885249,19.150107158877073,95.71498985556859,47.46057454885249,47.46057454885249,9.225855506375941,9.225855506375941,9.225855506375941,9.225855506375941,9.225855506375941,9.225855506375941,0.0,0.0,0.0,56.686430055228435
77,2022-04-06,47.49137964311764,15.423974564101927,92.38758668035342,47.49137964311764,47.49137964311764,4.893647992170489,4.893647992170489,4.893647992170489,4.893647992170489,4.893647992170489,4.893647992170489,0.0,0.0,0.0,52.385027635288125
78,2022-04-07,47.522184737382794,12.719803934035921,86.03953061478579,47.522184737382794,47.522184737382794,2.2521705599903714,2.2521705599903714,2.2521705599903714,2.2521705599903714,2.2521705599903714,2.2521705599903714,0.0,0.0,0.0,49.77435529737316
79,2022-04-08,47.55298983164795,-0.7812831172864447,73.98548067524946,47.55298983164795,47.55298983164795,-11.322762723424608,-11.322762723424608,-11.322762723424608,-11.322762723424608,-11.322762723424608,-11.322762723424608,0.0,0.0,0.0,36.23022710822334
80,2022-04-09,47.5837949259131,1.2553659361922507,76.68547171091193,47.5837949259131,47.5837949259131,-6.2929946903258775,-6.2929946903258775,-6.2929946903258775,-6.2929946903258775,-6.2929946903258775,-6.2929946903258775,0.0,0.0,0.0,41.29080023558722
81,2022-04-10,47.61460002017825,1.4632466316071264,76.03930453873461,47.61460002017825,47.61460002017825,-7.993102339344918,-7.993102339344918,-7.993102339344918,-7.993102339344918,-7.993102339344918,-7.993102339344918,0.0,0.0,0.0,39.621497680833336
82,2022-04-11,47.645405114443406,21.597581533779888,95.66321273980917,47.645405114443406,47.645405114443406,9.237185694559555,9.237185694559555,9.237185694559555,9.237185694559555,9.237185694559555,9.237185694559555,0.0,0.0,0.0,56.88259080900296
83,2022-04-12,47.67621020870856,19.192067105059824,93.37169527203235,47.67621020870856,47.67621020870856,9.225855506381986,9.225855506381986,9.225855506381986,9.225855506381986,9.225855506381986,9.225855506381986,0.0,0.0,0.0,56.902065715090544
84,2022-04-13,47.707015302973716,14.074908490375963,88.47867559769017,47.707015302973716,47.707015302973716,4.893647992128584,4.893647992128584,4.893647992128584,4.893647992128584,4.893647992128584,4.893647992128584,0.0,0.0,0.0,52.6006632951023
85,2022-04-14,47.73782039723887,9.129817546799426,88.35409345756099,47.73782039723887,47.73782039723887,2.2521705599909083,2.2521705599909083,2.2521705599909083,2.2521705599909083,2.2521705599909083,2.2521705599909083,0.0,0.0,0.0,49.98999095722978
86,2022-04-15,47.76862549150402,-0.48171614257983725,74.87763966676748,47.76862549150402,47.76862549150402,-11.322762723419036,-11.322762723419036,-11.322762723419036,-11.322762723419036,-11.322762723419036,-11.322762723419036,0.0,0.0,0.0,36.44586276808498
87,2022-04-16,47.79943058448728,2.9195831206445373,80.28445936956591,47.79943058448728,47.79943058448728,-6.292994690325042,-6.292994690325042,-6.292994690325042,-6.292994690325042,-6.292994690325042,-6.292994690325042,0.0,0.0,0.0,41.50643589416224
88,2022-04-17,47.83023567747054,1.2015582656055965,76.34688142267399,47.83023567747054,47.83023567747054,-7.9931023393479,-7.9931023393479,-7.9931023393479,-7.9931023393479,-7.9931023393479,-7.9931023393479,0.0,0.0,0.0,39.83713333812264
89,2022-04-18,47.8610407704538,16.276768833153426,96.16562829218364,47.8610407704538,47.8610407704538,9.237185694560106,9.237185694560106,9.237185694560106,9.237185694560106,9.237185694560106,9.237185694560106,0.0,0.0,0.0,57.0982264650139
90,2022-04-19,47.891845863437055,19.773140602119422,94.92731451594373,47.891845863437055,47.891845863437055,9.225855506388028,9.225855506388028,9.225855506388028,9.225855506388028,9.225855506388028,9.225855506388028,0.0,0.0,0.0,57.117701369825085
91,2022-04-20,47.92265095642032,12.14493360303241,89.57061695029608,47.92265095642032,47.92265095642032,4.893647992147823,4.893647992147823,4.893647992147823,4.893647992147823,4.893647992147823,4.893647992147823,0.0,0.0,0.0,52.816298948568146
92,2022-04-21,47.95345604940358,12.187631486468364,92.21954084662501,47.95345604940358,47.95345604940358,2.2521705600189845,2.2521705600189845,2.2521705600189845,2.2521705600189845,2.2521705600189845,2.2521705600189845,0.0,0.0,0.0,50.20562660942256
93,2022-04-22,47.984261142386835,0.917317098793237,75.27298437192513,47.984261142386835,47.984261142386835,-11.32276272341427,-11.32276272341427,-11.32276272341427,-11.32276272341427,-11.32276272341427,-11.32276272341427,0.0,0.0,0.0,36.66149841897256
94,2022-04-23,48.0150662353701,2.923799624017667,80.24464640069158,48.0150662353701,48.0150662353701,-6.292994690323774,-6.292994690323774,-6.292994690323774,-6.292994690323774,-6.292994690323774,-6.292994690323774,0.0,0.0,0.0,41.722071545046326
95,2022-04-24,48.04587132835336,0.010851721489069375,76.82937974385264,48.04587132835336,48.04587132835336,-7.99310233932281,-7.99310233932281,-7.99310233932281,-7.99310233932281,-7.99310233932281,-7.99310233932281,0.0,0.0,0.0,40.05276898903055
96,2022-04-25,48.076676421336614,21.23521130877139,98.00093638073196,48.076676421336614,48.076676421336614,9.237185694560653,9.237185694560653,9.237185694560653,9.237185694560653,9.237185694560653,9.237185694560653,0.0,0.0,0.0,57.313862115897265
97,2022-04-26,48.10748151431987,19.158087913073288,93.41336893585435,48.10748151431987,48.10748151431987,9.225855506399357,9.225855506399357,9.225855506399357,9.225855506399357,9.225855506399357,9.225855506399357,0.0,0.0,0.0,57.33333702071923
98,2022-04-27,48.13828660427308,14.113447664050932,90.36955084222747,48.13828660427308,48.13828660427308,4.893647992136491,4.893647992136491,4.893647992136491,4.893647992136491,4.893647992136491,4.893647992136491,0.0,0.0,0.0,53.03193459640957
99,2022-04-28,48.16909169422628,12.417700010039104,89.5693321531511,48.16909169422628,48.16909169422628,2.2521705599951964,2.2521705599951964,2.2521705599951964,2.2521705599951964,2.2521705599951964,2.2521705599951964,0.0,0.0,0.0,50.421262254221475
100,2022-04-29,48.19989678417949,0.1989072125974861,76.08666732865036,48.19989678417949,48.19989678417949,-11.3227627234087,-11.3227627234087,-11.3227627234087,-11.3227627234087,-11.3227627234087,-11.3227627234087,0.0,0.0,0.0,36.877134060770786
101,2022-04-30,48.2307018741327,3.457408896373098,80.47661967611297,48.2307018741327,48.2307018741327,-6.292994690322939,-6.292994690322939,-6.292994690322939,-6.292994690322939,-6.292994690322939,-6.292994690322939,0.0,0.0,0.0,41.93770718380976
102,2022-05-03,48.32311714399231,19.35157510767607,94.65449734738039,48.32311714399231,48.32311714399231,9.2258555064054,9.2258555064054,9.2258555064054,9.2258555064054,9.2258555064054,9.2258555064054,0.0,0.0,0.0,57.548972650397715
103,2022-05-04,48.353922233945525,12.718734388705931,91.00216961145391,48.353922233945525,48.353922233945525,4.893647992155729,4.893647992155729,4.893647992155729,4.893647992155729,4.893647992155729,4.893647992155729,0.0,0.0,0.0,53.24757022610125
104,2022-05-05,48.38472732389873,9.755011962833672,87.29573934519549,48.38472732389873,48.38472732389873,2.2521705600200583,2.2521705600200583,2.2521705600200583,2.2521705600200583,2.2521705600200583,2.2521705600200583,0.0,0.0,0.0,50.63689788391879
105,2022-05-06,48.41553241385194,-2.0269685530738153,77.20428230601568,48.41553241385194,48.41553241385194,-11.322762723429646,-11.322762723429646,-11.322762723429646,-11.322762723429646,-11.322762723429646,-11.322762723429646,0.0,0.0,0.0,37.092769690422294
106,2022-05-07,48.44633750380515,3.008624243142041,79.21394606912888,48.44633750380515,48.44633750380515,-6.292994690327247,-6.292994690327247,-6.292994690327247,-6.292994690327247,-6.292994690327247,-6.292994690327247,0.0,0.0,0.0,42.1533428134779
107,2022-05-08,48.47714259375835,1.6816094367920202,80.16656995339156,48.47714259375835,48.47714259375835,-7.993102339314738,-7.993102339314738,-7.993102339314738,-7.993102339314738,-7.993102339314738,-7.993102339314738,0.0,0.0,0.0,40.48404025444361
108,2022-05-09,48.50794768371157,18.35309793438833,94.62065844095173,48.50794768371157,48.50794768371157,9.237185694527557,9.237185694527557,9.237185694527557,9.237185694527557,9.237185694527557,9.237185694527557,0.0,0.0,0.0,57.74513337823913
109,2022-05-10,48.5387527679299,19.49442731887354,96.57854076655423,48.5387527679299,48.5387527679299,9.225855506380679,9.225855506380679,9.225855506380679,9.225855506380679,9.225855506380679,9.225855506380679,0.0,0.0,0.0,57.764608274310575
110,2022-05-11,48.569557852148236,17.14574313340203,91.60055982307941,48.569557852148236,48.569557852148236,4.8936479921443965,4.8936479921443965,4.8936479921443965,4.8936479921443965,4.8936479921443965,4.8936479921443965,0.0,0.0,0.0,53.46320584429263
